publication_id	doi	year	host_organism	strain_name_as_reported	value_as_reported	unit_as_reported	value_g_per_g	basis	is_theoretical_percent	carbon_source	cultivation_mode_as_reported	quote	section	confidence	note
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS77 (alsS modulated by M1-93)	0.52	mol/mol	0.2139	glucose	false	glucose	anaerobic	This strain produced 48 mM isobutanol with a yield of 0.34 mol/mol under aerobic condition, and produced 25 mM isobutanol with a yield of 0.52 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the anaerobic one.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS105 (second alsS copy, M1-64)	0.41	mol/mol	0.1687	glucose	false	glucose	aerobic	This strain produced 65 mM isobutanol with a yield of 0.41 mol/mol under aerobic condition, and produced 26 mM isobutanol with a yield of 0.66 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the aerobic one.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS105 (second alsS copy, M1-64)	0.66	mol/mol	0.2715	glucose	false	glucose	anaerobic	This strain produced 65 mM isobutanol with a yield of 0.41 mol/mol under aerobic condition, and produced 26 mM isobutanol with a yield of 0.66 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the anaerobic one.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS108 (ilvC modulated with M1-46)	0.51	mol/mol	0.2098	glucose	false	glucose	aerobic	This strain produced 114 mM isobutanol with a yield of 0.51 mol/mol under aerobic condition, and produced 35 mM isobutanol with a yield of 0.66 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the aerobic one.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS108 (ilvC modulated with M1-46)	0.66	mol/mol	0.2715	glucose	false	glucose	anaerobic	This strain produced 114 mM isobutanol with a yield of 0.51 mol/mol under aerobic condition, and produced 35 mM isobutanol with a yield of 0.66 mol/mol under anaerobic condition (Fig.	results	high	One sentence reports both the aerobic and the anaerobic value for this strain; this row is the anaerobic one.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS166 (pntAB M1-93 + yfjB modulated)	0.92	mol/mol	0.3785	glucose	false	glucose	anaerobic	The best strain AS166 produced 63 mM isobutanol with a yield of 0.92 mol/mol.	results	high	Highest anaerobic molar yield found in this corpus for a whole-cell system (0.92 mol/mol = 92% of the 1 mol/mol maximum).
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS226 (pntAB M1-46 + yfjB modulated)	0.62	mol/mol	0.2551	glucose	false	glucose	aerobic, 24 h	The best strain AS226 produced 146 mM isobutanol with a yield of 0.62 mol/mol (Table 3).	results	high	Elsewhere reported as 10.8 g/L isobutanol in 24 h at 0.62 mol/mol.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS29	0.04	mol/mol	0.0165	glucose	false	glucose	aerobic	The resulting strain AS29 produced 3.0 mM isobutanol with a yield of 0.04 mol/mol under aerobic condition, and produced 4.8 mM isobutanol with a yield of 0.13 mol/mol under anaerobic condition (Fig.	results	high	Same sentence gives 4.8 mM and 0.13 mol/mol anaerobically for AS29.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS74	0.18	mol/mol	0.0741	glucose	false	glucose	anaerobic	The resulting strain AS74 produced 2.6 mM isobutanol with a yield of 0.04 mol/mol under aerobic condition, and produced 4.9 mM isobutanol with a yield of 0.18 mol/mol under anaerobic condition (Fig.	results	high	Same sentence gives 0.04 mol/mol aerobically for AS74.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS226-20 (20 serial transfers)	0.65	mol/mol	0.2674	glucose	false	glucose	aerobic	The resulting strain AS226-20 produced 141 mM isobutanol with a yield of 0.65 mol/ mol under aerobic condition, which was almost the same as the parent strain (Table S6).	results	high	Genetic-stability check; pdftotext splits "mol/ mol" across a line break, preserved verbatim.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	AS166-10 (10 serial transfers)	0.92	mol/mol	0.3785	glucose	false	glucose	anaerobic	The resulting strain AS166-10 produced 65 mM isobutanol with a yield of 0.92 mol/mol under anaerobic condition, which was also almost the same as the parent strain (Table S6).	results	high	Stability check confirming the AS166 yield after 43 generations.
doi:10.1016/j.ymben.2012.11.008	10.1016/j.ymben.2012.11.008	2013	Escherichia coli	two-stage process (strain not specified in the quote)	higher than theoretical maximum	not quantified in the text; Table S5		glucose	false	glucose	two-stage process	Surprisingly, isobutanol yield was higher than theoretical maximum when using two-stage process (Table S5).	results	low	AUTHORS THEMSELVES FLAG AN IMPOSSIBLE VALUE. Recorded only as a caution: any yield taken from this paper's Table S5 two-stage data should be treated as unreliable. No number is recoverable from the main text.
doi:10.1016/j.ymben.2020.01.004	10.1016/j.ymben.2020.01.004	2020	Corynebacterium glutamicum	pckA-inactivated, ED-pathway, ptsG-overexpressing, ilvE-deleted producer	84	% (mol/mol glucose)	0.3452	glucose	true	glucose	fermentation, 24 h	Finally, the produced isobutanol concentration reached 280 mM at a yield of 84% (mol/mol glucose) in 24 h.	abstract	high	The paper defines 100% as 1 mol isobutanol per 1 mol glucose consumed, so 84% mol/mol maps cleanly onto 0.84 x 0.411 g/g. 280 mM = 20.8 g/L. Highest C. glutamicum yield in this corpus by a wide margin.
doi:10.1016/j.biortech.2018.03.081	10.1016/j.biortech.2018.03.081	2018	Enterobacter aerogenes	EHM01 (EMY-333 dldhA dbudA dpflB + pZADCB/pBTDA)	0.14	g/g glucose	0.14	glucose	false	glucose	flask, aerobic, 24 h	Approximately 4.6 g/L isobutanol with 0.14 g/g glucose yield was produced by EHM01 after 24 h cultivation (Fig.	results	high	
doi:10.1016/j.biortech.2018.03.081	10.1016/j.biortech.2018.03.081	2018	Enterobacter aerogenes	EHM02 (EMY-340, additionally dptsG)	0.13	g/g glucose and xylose		other	false	glucose + xylose (20 g/L each)	flask, 24 h	Because EHM02 consumed a 33% higher amount of sugars than EHM01, 22% higher isobutanol production was shown in EHM02 (5.6 g/L, 0.13 g/g glucose and xylose).	results	high	MIXED SUBSTRATE: yield is per gram of (glucose + xylose) combined, so basis is "other" and no glucose-only g/g conversion is meaningful.
doi:10.1016/j.biortech.2018.03.081	10.1016/j.biortech.2018.03.081	2018	Enterobacter aerogenes	EHM02	0.15	g/g glucose and xylose		other	false	sugarcane bagasse hydrolysate (99 g/L glucose + 62 g/L xylose)	pervaporation-coupled bioreactor, 72 h	A total of 161 g/L sugars (glucose 99 g/L and xylose 62 g/L) was consumed and about 24 g/L isobutanol was produced with a yield of 0.15 g/g glucose and xylose, 83% of which was recovered by the pervaporation procedure within 72 h (Fig.	results	high	MIXED SUBSTRATE (glucose + xylose). 24 g/L titer with in-situ pervaporation recovery.
doi:10.1016/j.biortech.2018.03.081	10.1016/j.biortech.2018.03.081	2018	Enterobacter aerogenes	EHM01/EHM02 host strains (quote says "the host strains")	0.14	g/g glucose and xylose		other	false	100 g/L glucose + 67 g/L xylose	bioreactor, 72 h	The host strains consumed 167 g/L sugars (100 g/L glucose and 67 g/L xylose), and 23 g/L isobutanol was produced during 72 h of fermentation with a yield of 0.14 g/g glucose and xylose.	results	medium	MIXED SUBSTRATE. The quote says "the host strains" (plural) and does not name which one; kept at medium confidence for that reason.
doi:10.1016/j.biortech.2018.07.150	10.1016/j.biortech.2018.07.150	2018	Saccharomyces cerevisiae	WdGB_3vec	0.49	mg isobutanol/g glucose	0.00049	glucose	false	glucose	flask	The WΔGB strain overexpressing the four genes involved in the isobutanol biosynthetic pathway produced 20.2 mg/L of isobutanol with a yield of 0.49 mg isobutanol/g glucose (Fig.	results	high	Host background S. cerevisiae D452-2 (stated in Methods, not in the quote). pdftotext renders the subscripted unit as "mgisobutanol/gglucose"; preserved verbatim.
doi:10.1016/j.biortech.2018.07.150	10.1016/j.biortech.2018.07.150	2018	Saccharomyces cerevisiae	WdGBIA_2vec (ALD6 disruption)	3.51	mg isobutanol/g glucose	0.00351	glucose	false	glucose	flask	While the ALD6 disruption strain (WΔGBIA_2vec) produced 147 mg/L isobutanol with a yield of 3.51 mgisobutanol/gglucose, the ALD6 and LEU1 double disruption strain (WΔGBIAL_2vec) produced 155 mg/L isobutanol with a yield of 3.71 mgisobutanol/gglucose (Fig.	results	high	Host background S. cerevisiae D452-2 (stated in Methods, not in the quote). pdftotext renders the subscripted unit as "mgisobutanol/gglucose"; preserved verbatim.
doi:10.1016/j.biortech.2018.07.150	10.1016/j.biortech.2018.07.150	2018	Saccharomyces cerevisiae	WdGBIAL_2vec (ALD6 + LEU1 disruption)	3.71	mg isobutanol/g glucose	0.00371	glucose	false	glucose	flask	While the ALD6 disruption strain (WΔGBIA_2vec) produced 147 mg/L isobutanol with a yield of 3.51 mgisobutanol/gglucose, the ALD6 and LEU1 double disruption strain (WΔGBIAL_2vec) produced 155 mg/L isobutanol with a yield of 3.71 mgisobutanol/gglucose (Fig.	results	high	Host background S. cerevisiae D452-2 (stated in Methods, not in the quote). pdftotext renders the subscripted unit as "mgisobutanol/gglucose"; preserved verbatim.
doi:10.1016/j.biortech.2018.07.150	10.1016/j.biortech.2018.07.150	2018	Saccharomyces cerevisiae	WdGBIALA1_2vec (dBAT1 dILV1 dALD6 dLEU1 dADH1)	4.20	mg isobutanol/g glucose	0.0042	glucose	false	glucose	flask	Without L-valine, L-isoleucine, isobutyrate, L-leucine, and ethanol formation (ΔBAT1ΔILV1ΔALD6ΔLEU1ΔADH1), the WΔGBIALA1_2vec strain produced 177 mg/L of isobutanol with a yield of 4.20 mgisobutanol/gglucose.	results	high	Host background S. cerevisiae D452-2 (stated in Methods, not in the quote). pdftotext renders the subscripted unit as "mgisobutanol/gglucose"; preserved verbatim.
doi:10.1016/j.biortech.2018.07.150	10.1016/j.biortech.2018.07.150	2018	Saccharomyces cerevisiae	WdGBIALA1_2vec (dBAT1 dILV1 dALD6 dLEU1 dADH1)	6.71	mg isobutanol/g glucose	0.00671	glucose	false	glucose	bioreactor with gas trapping	In a bioreactor fermentation with a gas trapping system, the WΔGBIALA1_2vec strain produced 662 mg/L isobutanol concentration with a yield of 6.71 mgisobutanol/gglucose.	results	high	Host background S. cerevisiae D452-2 (stated in Methods, not in the quote). pdftotext renders the subscripted unit as "mgisobutanol/gglucose"; preserved verbatim.
doi:10.1016/j.ymben.2017.10.001	10.1016/j.ymben.2017.10.001	2017	Saccharomyces cerevisiae	bat1delta + mitochondrial ILV2 ILV3 ILV5 ARO10 LlAdhARE1	12.45	mg isobutanol/g glucose	0.01245	glucose	false	glucose, valine-free medium	fermentation	The best isobutanol producing strain in this study, containing a BAT1 deletion and overexpressing ILV2, ILV3, ILV5, along with ARO10 and LlAdhARE1 in the mitochondria can reach a titer of 1.25 g/L with a yield of 12.45 mg isobutanol/g glucose (3.0% of theoretical maximum) in the absence of valine.	discussion	high	Paper reports 3.0% of theoretical; 0.01245/0.411 = 3.03%, consistent. Directly relevant to the mitochondrial-compartmentalisation question.
doi:10.1016/j.jbiotec.2012.01.022	10.1016/j.jbiotec.2012.01.022	2012	Saccharomyces cerevisiae	YTD-series derivative of YPH499 (Ehrlich pathway enhanced)	6.6	mg/g glucose	0.0066	glucose	false	glucose	micro-aerobic	Through these engineering steps, along with modiﬁcation of culture conditions, the isobutanol titer of S. cerevisiae was elevated 13-fold, from 11 mg/l to 143 mg/l, and the yield was 6.6 mg/g glucose, which is higher than any previously reported value for S. cerevisiae.	abstract	high	Host background S. cerevisiae YPH499 (stated in Methods). This 6.6 mg/g value is restated second-hand by at least four other papers in this corpus.
doi:10.1038/nbt.2509	10.1038/nbt.2509	2013	Saccharomyces cerevisiae	JAy161 (Ehrlich pathway compartmentalised in mitochondria)	6.4 +/- 0.2	mg per g glucose	0.0064	glucose	false	glucose	fermentation	Expression of the complete isobutanol pathway in the cytoplasm by overexpression of gene products of ILV2, ILV3 and ILV5 simply Table 1 Highest titers, yields and productivities achieved with JAy161 JAy161 2-Methyl-1- Total fusel Isobutanola Isopentanolb butanolb alcohols Titerc (mg l−1) 635 ± 23 Yieldc (mg per g glucose) 6.4 ± 0.2 Productivityd (mg l−1 h−1) 20.5 ± 1.2 95 ± 12 1.0 ± 0.1 4.0 ± 0.6 118 ± 28 1.1 ± 0.2 4.7 ± 0.2 850 ± 60 8.5 ± 0.5 29 ± 2 aThe highest isobutanol production levels previously reported35 are: titer, 630 ± 14 mg l−1; yield, 14.9 ± 0.6 mg per g glucose; and productivity (calculated), 6.6 ± 0.1 mg l−1 h−1.	table	medium	TABLE, NOT PROSE: read out of a pdftotext-flattened Table 1 whose columns are isobutanol / isopentanol / 2-methyl-1-butanol / total fusel alcohols. I read the isobutanol column (635 mg/L, 6.4 mg/g, 20.5 mg/L/h), which is the first column and is consistent with the abstract. Column alignment should be re-checked against the published table before ingestion.
doi:10.1016/j.enzmictec.2026.110838	10.1016/j.enzmictec.2026.110838	2026	Klebsiella pneumoniae	Kp-10 (ipdC T290L overexpressed in the by-product-reduced background)	0.28	mol/mol glucose	0.1152	glucose	false	glucose	batch fermentation	Over­ expression of the ipdC T290L variant shifted the major product from 2-ketoisovalerate to isobutanol, resulting in a batch fermentation titer of 5.32 g/L isobutanol and a conversion ratio of 0.28 mol/mol glucose.	abstract	high	A 1.75-fold improvement over the same group's earlier 0.16 mol/mol (s13068-022-02144-8, also in this harvest). pdftotext inserts a soft hyphen in "Over­ expression"; preserved verbatim.
doi:10.1016/j.biortech.2019.122104	10.1016/j.biortech.2019.122104	2019	cell-free (completely immobilized enzyme system)	immobilized KivD/ADH cascade on epoxy resin	43	% molar yield (on ketoisovaleric acid)		other	false	ketoisovaleric acid (64 mM)	in vitro immobilized-enzyme reaction	Isermann Department of Chemical and Biological Engineering and the Center for Biotechnology and Interdisciplinary Studies, Rensselaer Polytechnic Institute, Troy, NY 12180-3590, United States ARTICLE INFO Keywords: In vitro production Biofuels Immobilized enzymes Isobutanol Mutagenesis ABSTRACT A completely immobilized cell-free enzyme reaction system was used to convert ketoisovaleric acid to isobutanol, a desirable biofuel, with a molar yield of 43% and a titer of 2 g/L, which are comparable to high performing in vivo systems (e.g.	abstract	high	Basis is ketoisovaleric acid, not sugar, so the 0.411 g/g glucose maximum does not apply. This is the prior system that 10.3389/fbioe.2026.1879695 (also in this harvest) improves on.
doi:10.1016/j.biortech.2019.122104	10.1016/j.biortech.2019.122104	2019	cell-free (completely immobilized enzyme system)	immobilized cascade, free-enzyme comparison	54	% yield (on ketoisovaleric acid)		other	false	ketoisovaleric acid	in vitro reaction	(For interpretation of the references to colour in this figure legend, the reader is referred to the web version of this article.) isobutanol was produced at a titer of 2.59 g/L and a yield of 54%, better than prior in vivo production with S. cerevisiae at a titer of 0.64 g/L and a yield of 2% (Grimaldi et al., 2016).	results	medium	Basis is KIV, not sugar. The quote begins mid-sentence in the pdftotext output because a figure caption is interleaved; the clause quoted is contiguous source text.
doi:10.1016/j.biortech.2019.122104	10.1016/j.biortech.2019.122104	2019	cell-free (completely immobilized enzyme system)	immobilized cascade at low substrate loading	95	% yield (on ketoisovaleric acid, 2 mM)		other	false	ketoisovaleric acid (2 mM)	in vitro reaction	The 2 and 64 mM reactions obtained approximately 95% and 43% yield of isobutanol from the starting reagent, respectively.	results	high	Basis is KIV. Shows the classic yield-vs-loading trade-off: 95% at 2 mM falls to 43% at 64 mM.
