# screening_decisions.tsv -- the project owner's own include/exclude verdicts, one per
# publication, recorded from how PDFs were sorted under
# D:\Agentic\bifserver-works\literatures on 2026-09-22.
#
# These are NOT screening_record.triage_state. That column is Zone H, a deterministic
# function of query_families.yaml and discovery.py, and the schema says it must never be
# overwritten directly -- the next discovery run rebuilds it. A person who read a paper
# and rejected it is not a function of the query file, so the verdict lives here and in
# the screening_decision table, where re-running discovery cannot erase it.
#
# in_atlas records whether the DOI matched a publication row at the time of writing. 'no'
# means the owner screened a paper discovery never returned: kept deliberately, because a
# decision about a paper the atlas has not seen is still a decision, and dropping it here
# would silently re-open the paper if discovery later finds it.
#
# pdf/ (17 files, unsorted) is absent on purpose. Undecided is not a decision.
publication_id	decision	reason	source	decided_by	decided_at	in_atlas	pdf_file
doi:10.1016/j.gene.2013.05.042	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2013.05.042.pdf
doi:10.1016/j.gene.2015.01.060	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2015.01.060.pdf
doi:10.1016/j.gene.2024.148722	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.gene.2024.148722.pdf
doi:10.1016/j.ijbiomac.2016.12.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijbiomac.2016.12.004.pdf
doi:10.1016/j.ijbiomac.2023.127385	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijbiomac.2023.127385.pdf
doi:10.1016/j.ijbiomac.2024.134831	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijbiomac.2024.134831.pdf
doi:10.1016/j.ijbiomac.2025.149143	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijbiomac.2025.149143.pdf
doi:10.1016/j.ijfoodmicro.2006.06.018	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2006.06.018.pdf
doi:10.1016/j.ijfoodmicro.2006.06.025	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2006.06.025.pdf
doi:10.1016/j.ijfoodmicro.2009.02.027	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2009.02.027.pdf
doi:10.1016/j.ijfoodmicro.2010.07.024	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2010.07.024.pdf
doi:10.1016/j.ijfoodmicro.2010.08.013	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2010.08.013.pdf
doi:10.1016/j.ijfoodmicro.2012.11.024	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2012.11.024.pdf
doi:10.1016/j.ijfoodmicro.2013.08.021	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2013.08.021.pdf
doi:10.1016/j.ijfoodmicro.2013.11.030	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2013.11.030.pdf
doi:10.1016/j.ijfoodmicro.2016.07.019	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2016.07.019.pdf
doi:10.1016/j.ijfoodmicro.2018.10.025	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2018.10.025.pdf
doi:10.1016/j.ijfoodmicro.2019.108255	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2019.108255.pdf
doi:10.1016/j.ijfoodmicro.2021.109226	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2021.109226.pdf
doi:10.1016/j.ijfoodmicro.2025.111415	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2025.111415.pdf
doi:10.1016/j.ijfoodmicro.2026.111831	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2026.111831.pdf
doi:10.1016/j.ijpara.2020.07.010	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijpara.2020.07.010.pdf
doi:10.1016/j.ijpharm.2008.12.028	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ijpharm.2008.12.028.pdf
doi:10.1016/j.jbiosc.2012.01.013	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2012.01.013.pdf
doi:10.1016/j.jbiosc.2013.09.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2013.09.011.pdf
doi:10.1016/j.jbiosc.2014.12.014	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2014.12.014.pdf
doi:10.1016/j.jbiosc.2016.06.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2016.06.005.pdf
doi:10.1016/j.jbiosc.2017.06.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2017.06.001.pdf
doi:10.1016/j.jbiosc.2018.07.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2018.07.011.pdf
doi:10.1016/j.jbiosc.2020.12.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2020.12.001.pdf
doi:10.1016/j.jbiosc.2026.07.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2026.07.005.pdf
doi:10.1016/j.jbiotec.2005.07.016	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2005.07.016.pdf
doi:10.1016/j.jbiotec.2006.09.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2006.09.012.pdf
doi:10.1016/j.jbiotec.2008.07.1787	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2008.07.1787.pdf
doi:10.1016/j.jbiotec.2011.04.014	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2011.04.014.pdf
doi:10.1016/j.jbiotec.2013.12.017	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2013.12.017.pdf
doi:10.1016/j.jbiotec.2015.06.384	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2015.06.384.pdf
doi:10.1016/j.jbiotec.2016.10.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2016.10.008.pdf
doi:10.1016/j.jbiotec.2017.03.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2017.03.005.pdf
doi:10.1016/j.jbiotec.2018.04.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2018.04.001.pdf
doi:10.1016/j.jbiotec.2019.11.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2019.11.008.pdf
doi:10.1016/j.jbiotec.2024.08.014	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2024.08.014.pdf
doi:10.1016/j.jbiotec.2025.05.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2025.05.008.pdf
doi:10.1016/j.jchromb.2024.124168	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jchromb.2024.124168.pdf
doi:10.1016/j.jcis.2008.02.016	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jcis.2008.02.016.pdf
doi:10.1016/j.jcis.2009.03.071	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jcis.2009.03.071.pdf
doi:10.1016/j.jcis.2010.03.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jcis.2010.03.001.pdf
doi:10.1016/j.jcis.2024.08.075	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jcis.2024.08.075.pdf
doi:10.1016/j.jconhyd.2005.10.007	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jconhyd.2005.10.007.pdf
doi:10.1016/j.jconhyd.2006.06.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jconhyd.2006.06.003.pdf
doi:10.1016/j.jconhyd.2010.02.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jconhyd.2010.02.002.pdf
doi:10.1016/j.jep.2024.118473	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jep.2024.118473.pdf
doi:10.1016/j.jep.2026.121406	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jep.2026.121406.pdf
doi:10.1016/j.jes.2023.06.017	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jes.2023.06.017.pdf
doi:10.1016/j.jes.2024.11.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jes.2024.11.003.pdf
doi:10.1016/j.jflm.2016.07.014	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jflm.2016.07.014.pdf
doi:10.1016/j.jgg.2015.09.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jgg.2015.09.004.pdf
doi:10.1016/j.jhazmat.2008.09.127	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jhazmat.2008.09.127.pdf
doi:10.1016/j.jhazmat.2009.10.009	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jhazmat.2009.10.009.pdf
doi:10.1016/j.jhazmat.2018.08.068	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jhazmat.2018.08.068.pdf
doi:10.1016/j.jhazmat.2023.131836	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jhazmat.2023.131836.pdf
doi:10.1016/j.jhazmat.2023.132488	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jhazmat.2023.132488.pdf
doi:10.1016/j.jinorgbio.2018.07.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jinorgbio.2018.07.003.pdf
doi:10.1016/j.jmb.2007.06.074	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jmb.2007.06.074.pdf
doi:10.1016/j.jmb.2011.02.044	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jmb.2011.02.044.pdf
doi:10.1016/j.jmb.2015.03.006	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jmb.2015.03.006.pdf
doi:10.1016/j.jmgm.2025.108951	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jmgm.2025.108951.pdf
doi:10.1016/j.jtemb.2018.05.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.jtemb.2018.05.011.pdf
doi:10.1016/j.mad.2011.05.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mad.2011.05.002.pdf
doi:10.1016/j.margen.2021.100864	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.margen.2021.100864.pdf
doi:10.1016/j.mehy.2012.10.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mehy.2012.10.002.pdf
doi:10.1016/j.mimet.2006.04.014	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mimet.2006.04.014.pdf
doi:10.1016/j.mimet.2015.02.002	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mimet.2015.02.002.pdf
doi:10.1016/j.mito.2006.02.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2006.02.003.pdf
doi:10.1016/j.mito.2006.11.024	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2006.11.024.pdf
doi:10.1016/j.mito.2008.01.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2008.01.004.pdf
doi:10.1016/j.mito.2009.07.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2009.07.004.pdf
doi:10.1016/j.mito.2010.08.007	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2010.08.007.pdf
doi:10.1016/j.mito.2012.07.109	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2012.07.109.pdf
doi:10.1016/j.mito.2016.03.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2016.03.004.pdf
doi:10.1016/j.mito.2016.04.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2016.04.003.pdf
doi:10.1016/j.mito.2019.03.006	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2019.03.006.pdf
doi:10.1016/j.mito.2021.08.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2021.08.012.pdf
doi:10.1016/j.mito.2023.09.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mito.2023.09.004.pdf
doi:10.1016/j.mrfmmm.2005.10.006	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mrfmmm.2005.10.006.pdf
doi:10.1016/j.mrfmmm.2009.05.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mrfmmm.2009.05.008.pdf
doi:10.1016/j.mrfmmm.2012.12.004	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mrfmmm.2012.12.004.pdf
doi:10.1016/j.mrgentox.2006.02.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.mrgentox.2006.02.005.pdf
doi:10.1016/j.ntt.2015.11.006	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ntt.2015.11.006.pdf
doi:10.1016/j.pep.2008.02.013	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.pep.2008.02.013.pdf
doi:10.1016/j.pep.2024.106540	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.pep.2024.106540.pdf
doi:10.1016/j.phytochem.2012.03.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.phytochem.2012.03.003.pdf
doi:10.1016/j.plantsci.2013.02.016	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.plantsci.2013.02.016.pdf
doi:10.1016/j.saa.2006.07.035	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.saa.2006.07.035.pdf
doi:10.1016/j.saa.2020.119177	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.saa.2020.119177.pdf
doi:10.1016/j.saa.2022.121790	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.saa.2022.121790.pdf
doi:10.1016/j.talanta.2008.03.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.talanta.2008.03.012.pdf
doi:10.1016/j.talanta.2018.11.016	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.talanta.2018.11.016.pdf
doi:10.1016/j.tox.2013.07.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.tox.2013.07.001.pdf
doi:10.1016/j.virusres.2021.198624	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.virusres.2021.198624.pdf
doi:10.1016/j.wasman.2010.08.015	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.wasman.2010.08.015.pdf
doi:10.1016/j.wasman.2012.03.011	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.wasman.2012.03.011.pdf
doi:10.1016/j.watres.2025.124849	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.watres.2025.124849.pdf
doi:10.1016/j.yexcr.2006.08.021	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.yexcr.2006.08.021.pdf
doi:10.1016/j.ymben.2009.05.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2009.05.001.pdf
doi:10.1016/j.ymben.2013.11.001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2013.11.001.pdf
doi:10.1016/j.ymben.2014.02.003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2014.02.003.pdf
doi:10.1016/j.ymben.2016.10.010	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2016.10.010.pdf
doi:10.1016/j.ymben.2021.11.005	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2021.11.005.pdf
doi:10.1016/j.ymben.2024.11.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2024.11.012.pdf
doi:10.1016/j.ymben.2025.02.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2025.02.008.pdf
doi:10.1016/j.ymben.2025.11.012	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2025.11.012.pdf
doi:10.1016/j.ymben.2026.102527	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2026.102527.pdf
doi:10.1016/j.ymben.2026.102542	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymben.2026.102542.pdf
doi:10.1016/j.ymeth.2006.04.009	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ymeth.2006.04.009.pdf
doi:10.1016/j.ympev.2017.02.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.ympev.2017.02.008.pdf
doi:10.1016/j.yrtph.2007.12.008	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.yrtph.2007.12.008.pdf
doi:10.1016/j.yrtph.2025.105914	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1016_j.yrtph.2025.105914.pdf
doi:10.1016/s0014-5793_97_01269-6	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s0014-5793_97_01269-6.pdf
doi:10.1016/s0091-3057_96_00163-3	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s0091-3057_96_00163-3.pdf
doi:10.1016/s0304-4165_00_00040-4	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s0304-4165_00_00040-4.pdf
doi:10.1016/s0378-4347_99_00063-8	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s0378-4347_99_00063-8.pdf
doi:10.1016/s0379-0738_02_00182-2	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s0379-0738_02_00182-2.pdf
doi:10.1016/s1001-0742_08_60005-4	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s1001-0742_08_60005-4.pdf
doi:10.1016/s1001-0742_08_62360-8	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s1001-0742_08_62360-8.pdf
doi:10.1016/s1001-0742_09_60289-8	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s1001-0742_09_60289-8.pdf
