# fermlit classifier verdicts for publications the fermdb atlas holds.
#
# These cost nothing: the classifier ran on them in a separate project before any of
# today's work. They are MODEL verdicts -- decided_by_kind is 'model' on every row, they
# load at confidence 'unverified', and the loader will not let them overwrite a verdict
# somebody reached by reading the PDF.
#
# Rows already carrying a human verdict are omitted from this file entirely, rather than
# left in for the loader to refuse: a file that asks for something it must not get is a
# file somebody will eventually force.
#
# Scope is fermlit's ORIGINAL corpus. The rows being screened today are excluded, so this
# file does not change meaning depending on when it was generated.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1073/pnas.0308583101	exclude	Subject is plant mitochondrial biology, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/ec.3.5.1206-1216.2004	exclude	Study focuses on mitochondrial RNA metabolism in a parasitic protozoan with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aac.48.5.1600-1613.2004	exclude	Study focuses on antifungal drug susceptibility and pathogenicity in Candida glabrata, unrelated to alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/ec.3.3.589-597.2004	exclude	The paper focuses on basic respiratory metabolism and succinate dehydrogenase function in Kluyveromyces lactis, with no link to the production or engineering of ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.70.1.159-166.2004	borderline	The paper describes engineering a yeast strain to produce pyruvate rather than ethanol or butanol, fitting the adjacent category of enabling tools or production of a different chemical.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.70.9.5323-5330.2004	borderline	The paper studies glucose transporters as a tool to control glycolytic flux and ethanol production in S. cerevisiae, fitting the 'enabling' criteria for basic biology/tools in a relevant host.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.70.5.2898-2905.2004	borderline	The paper focuses on engineering S. cerevisiae for lactate production and analyzing its metabolic constraints, which is enabling work in a relevant host but does not involve the production of ethanol or butanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1023/a:1022916630030	exclude	General phylogeny and physiology study with no mention of alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.1432907100	exclude	Subject is mitochondrial protein biology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1091/mbc.e02-08-0490	exclude	Study focuses on mitochondrial protein interactions and basic cell biology in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/gkg134	exclude	Subject is comparative genomics of mitochondrial DNA with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1098/rstb.2002.1193	exclude	Subject is evolutionary genomics of mitochondria with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/ec.2.4.809-820.2003	exclude	Focuses on mitochondrial DNA stability and NADH kinase function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/emboj/cdg211	borderline	The paper describes basic mitochondrial biology (NADPH source) in Saccharomyces cerevisiae without mentioning alcohol production or engineering for it.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.69.10.6179-6188.2003	exclude	The paper focuses on the production of xylitol, not ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.102182299	exclude	Subject is mammalian cell apoptosis and UV radiation biology, completely unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.242625399	exclude	The paper focuses on basic cell biology and pyrophosphatase function in yeast without any link to alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jvi.76.3.1400-1414.2002	exclude	Subject is virology and protein-protein interactions in leukemia viruses, with no link to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.082663299	exclude	Study focuses on plant mitochondrial division in Arabidopsis, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/ec.1.4.503-513.2002	exclude	Study focuses on mitochondrial DNA stability and aging in a filamentous fungus, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.22.12.4086-4093.2002	exclude	Subject is mitochondrial disease models and oxidative DNA damage with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1046/j.1365-2125.2002.01660.x	exclude	Study focuses on drug metabolism (celecoxib) and clinical pharmacology rather than microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1091/mbc.12.5.1189	exclude	Subject is mitochondrial protein structure and assembly, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/29.24.5216	exclude	Study focuses on trypanosome molecular biology and RNA editing mechanisms, with no link to alcohol production or metabolic engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.21.7.2359-2372.2001	exclude	Focuses on mitochondrial translation and gene regulation of COX2, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/embo-reports/kve233	exclude	Study focuses on human mitochondrial DNA recombination in heart muscle, which is unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/29.6.1381	exclude	Study focuses on DNA repair and mitochondrial mutants in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.183.3.865-872.2001	exclude	Study focuses on mitochondrial genome recombination in Candida albicans with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.21.5.1647-1655.2001	exclude	Study focuses on mitochondrial DNA repair and genomic stability in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.67.4.1587-1593.2001	borderline	The paper describes basic physiological changes in a yeast mutant that reduces ethanol production but does not aim to engineer the organism for alcohol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.67.9.4249-4255.2001	include	Genetic engineering of S. cerevisiae to improve fermentation of lignocellulosic hydrolysate for bioethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.183.18.5223-5229.2001	borderline	The paper investigates glucose transporter regulation and its effect on pyruvate decarboxylase induction in Kluyveromyces lactis, which is basic biology/enabling work for a fermentation host but does not report alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m910450199	exclude	Study focuses on iron regulatory protein and redox regulation in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mmbr.64.4.786-820.2000	exclude	Subject is mitochondrial proteome evolution with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.97.1.250	exclude	Study focuses on mitochondrial DNA mutations without link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m007338200	exclude	Study focuses on mitochondrial dysfunction and drug resistance signaling in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.m909868199	exclude	Study focuses on mitochondrial membrane potential and cardiolipin in a crd1 mutant with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.20.5.1816-1824.2000	exclude	Study focuses on mitochondrial genome maintenance and DNA helicase function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.20.9.3125-3136.2000	exclude	Study focuses on mitochondrial apoptosis regulation in yeast, unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.20.20.7784-7797.2000	exclude	Study focuses on mitochondrial genome maintenance in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mmbr.64.2.281-315.2000	exclude	Focuses on mitochondrial genome maintenance and nuclear genes in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1091/mbc.11.1.183	exclude	The paper investigates alcohol-induced morphological changes (filamentous growth) as a biological phenomenon rather than microbial production, engineering, or tolerance for industrial synthesis.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.182.10.2823-2830.2000	borderline	The paper investigates basic mitochondrial redox mechanisms in S. cerevisiae using ethanol production as a physiological marker rather than focusing on engineering or optimizing alcohol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.182.17.4730-4737.2000	borderline	The paper investigates the role of Adh3p in mitochondrial redox shuttling and respiratory growth rather than optimizing ethanol production or engineering for higher titers.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.182.24.7007-7013.2000	exclude	Focuses on propionyl-CoA metabolism and mitochondrial enzyme function rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.66.5.1970-1973.2000	borderline	The paper focuses on metabolic engineering tools to redirect flux and reduce ethanol production for biomass gain, rather than optimizing ethanol yield or titer.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.66.8.3151-3159.2000	borderline	The paper focuses on engineering acetate production and byproduct profiles in wine yeast rather than optimizing ethanol or butanol yield/titer.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.66.8.3381-3386.2000	include	Recombinant yeast fermentation of xylose (lignocellulosic sugar) for ethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.274.10.6754	exclude	Subject is mammalian enzyme biochemistry unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s000180050029	exclude	Focuses on mitochondrial proteases and basic cell biology rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.96.10.5446	exclude	Focuses on basic respiratory chain biology and gene regulation in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.96.14.8046	exclude	Focuses on mitochondrial genome stability and RNA polymerase structure, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.96.13.7398	exclude	Study focuses on plant homologous recombination using bacterial resolvase, with no link to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.65.12.5398-5402.1999	exclude	Focuses on cell wall glycoprotein synthesis and mitochondrial function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.18.6.3173	exclude	Subject is mitochondrial protein import mechanism, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.18.10.6083	exclude	Subject is mammalian cell apoptosis and BAX protein structure, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1101/gad.12.10.1515	exclude	Study focuses on mitochondrial gene expression and protease function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.180.3.483-490.1998	exclude	Study focuses on oxidative stress and respiration in yeast unrelated to alcohol production engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.18.10.5712	exclude	Study focuses on mitochondrial histone mutation and DNA-binding proteins in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.18.5.2976	exclude	Study focuses on mitochondrial DNA transactions in a petite mutant with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1021/jm980200+	exclude	Study focuses on medicinal chemistry and pharmacological inhibition of aldehyde dehydrogenase, not microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1042/bj3310877	exclude	Focuses on mitochondrial respiration and growth rate rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.180.16.4051-4055.1998	borderline	The paper characterizes mitochondrial NADH dehydrogenases in Saccharomyces cerevisiae for basic metabolic function and growth on non-fermentable carbon sources, which falls under enabling biology/tools rather than direct alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/emboj/17.3.677	exclude	Focuses on fatty acid beta-oxidation and redox balancing in peroxisomes, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.64.8.2952-2957.1998	exclude	The paper focuses on glutamine production using yeast fermentation as a coupled system, not on the production of ethanol or butanol.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.94.14.7308	exclude	Study focuses on mitochondrial dispersion in Dictyostelium with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.272.52.33191	exclude	Study focuses on mitochondrial copper shuttle protein characterization in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.63.10.3818-3824.1997	exclude	Study focuses on general freeze-thaw stress response and signaling pathways in yeast, with no mention of alcohol production or tolerance.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.17.11.6203	exclude	Focuses on mitochondrial gene regulation and mRNA interaction, not alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.17.11.6359	exclude	Study focuses on mitochondrial DNA rearrangements and cellular death in a fungus, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.17.8.4199	exclude	Study focuses on mitochondrial respiration and mRNA regulation in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1042/bj3240627	exclude	Study focuses on mitochondrial membrane lipid distribution and carbon catabolite repression, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.272.34.21104	exclude	Study focuses on mitochondrial permeability transition pore properties in yeast, unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/25.8.1597	exclude	Study focuses on mitochondrial RNA splicing mechanism in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.63.12.4765-4769.1997	exclude	Production of poly(3-hydroxybutyrate) is unrelated to ethanol or butanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.63.5.1715-1720.1997	exclude	Enzyme characterization for formaldehyde oxidation in methylotrophy, not alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.93.11.5253	exclude	The paper focuses on mitochondrial gene expression and translational activation mechanisms in yeast, with no connection to the production of ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.16.10.5857	exclude	Subject is human apoptosis and protein interaction, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.16.10.5896	exclude	Study focuses on group II intron self-splicing mechanics, unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/24.4.648	exclude	Study of RNA polymerase sequence homology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/24.23.4624	exclude	Subject is plant molecular biology (Arabidopsis transcription factor) with no link to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/24.7.1225	exclude	Study focuses on tRNA modification in Trypanosoma brucei mitochondria with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.93.13.6399	exclude	Study focuses on ATP turnover and basic cellular metabolism in yeast, with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.16.6.2764	exclude	Study focuses on mitochondrial DNA escape and basic cell biology in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.62.9.3187-3195.1996	include	Study of product formation in Saccharomyces cerevisiae, a primary ethanol producer	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.61.8.2911-2918.1995	exclude	The paper focuses on the identification and analysis of volatile metabolites (including isobutanol) from fungi using analytical chemistry methods rather than on microbial production engineering or optimization.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1006/geno.1995.9950	exclude	Subject is human genetics and yeast molecular biology with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/23.5.856	exclude	Focuses on mitochondrial RNase P RNA structure and biosynthesis, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.15.8.4479	exclude	Study of group II intron structure is unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.15.6.3291	exclude	Focuses on mitochondrial mRNA processing and translational activation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.270.26.15563	exclude	Study focuses on mitochondrial intron protein function (endonuclease activity) with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.61.2.630-638.1995	exclude	Study focuses on sporulation and tetrad formation biology, not alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.15.2.780	exclude	Study focuses on mitochondrial translation mechanisms in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/jbc.270.43.25363	exclude	Subject is protein structure of cytochrome c oxidase with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.14.7.4643-4652.1994	exclude	Study focuses on mitochondrial gene expression mechanisms in yeast without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(93)81166-w	exclude	Study focuses on peroxisomal membrane protein targeting and cell biology in methylotrophic yeasts, with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.90.7.2979	exclude	Subject is Drosophila neurobiology and mitochondrial enzyme function, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.90.4.1252	borderline	The paper characterizes the PDH beta subunit gene in S. cerevisiae without reporting alcohol production or engineering for that purpose.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.90.6.2155	exclude	Focuses on protein expression and purification of a chloroplast transporter in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1091/mbc.4.12.1327	exclude	Focuses on mitochondrial gene regulation and translational activators in yeast without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.13.5.2697-2705.1993	borderline	The paper describes a general genetic transformation method in Saccharomyces cerevisiae without mentioning alcohol production or engineering for that purpose.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.90.12.5598	exclude	Study focuses on yeast mitochondrial histone function and nuclear protein complementation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/21.12.2947	exclude	Subject is mitochondrial genome sequencing with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/21.15.3473	exclude	Study focuses on mitochondrial genome maintenance genetics in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.175.5.1405-1411.1993	exclude	Describes a general gene transfer method in Cryptococcus neoformans with no mention of alcohol production or engineering for that purpose.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.89.6.2200	exclude	Subject is mammalian mitochondrial protein import, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.12.1.283-291.1992	exclude	Subject is mitochondrial protein import machinery in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.12.1.402-412.1992	exclude	Study focuses on mitochondrial genetics and ribosomal protein homology, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.12.2.499-511.1992	exclude	Subject is basic molecular biology of a fungal enzyme unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/20.23.6339	exclude	Focuses on mitochondrial RNA splicing and gene function, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/yea.320080703	borderline	The paper investigates metabolic regulation and respiration in yeast under benzoic acid stress, which is basic biology/enabling work rather than focused on optimizing ethanol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.88.13.5592	exclude	Focuses on mitochondrial gene splicing and basic molecular biology without link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.173.19.6124-6131.1991	exclude	Focuses on mitochondrial development and lipid metabolism regulation, with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.173.10.3199-3208.1991	borderline	The paper focuses on the molecular cloning and characterization of a mitochondrial enzyme in S. cerevisiae without reporting on alcohol production or engineering for improved yield.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.173.24.7963-7969.1991	include	Characterization of PDC6, a key enzyme in the ethanol production pathway in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.87.8.2916	exclude	Focuses on purine biosynthesis gene cloning via functional complementation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.172.6.2855-2861.1990	exclude	Focuses on 5-aminolevulinic acid synthesis rather than ethanol or butanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.10.9.4590-4595.1990	exclude	Basic mitochondrial biology unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.56.7.2046-2050.1990	include	Study of ethanol production via very-high-gravity fermentation of wheat mashes	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.172.2.678-685.1990	borderline	The paper characterizes PDC genes and enzyme activity in yeast but does not report on the production of ethanol or other alcohols as a product.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0304-3940(89)90090-6	exclude	Study focuses on neurotoxicity in rat astroglia, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.86.19.7515	exclude	Study focuses on translational control and GCN4 mRNA regulation in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.86.9.3237	exclude	Study focuses on mitochondrial protein import and processing in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.9.2.566-577.1989	exclude	Study focuses on cytochrome oxidase gene mapping in Neurospora crassa with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.86.22.8847	exclude	Study focuses on mitochondrial DNA rearrangement in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/17.14.5751	exclude	Basic molecular biology of mitochondrial tRNA processing with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/17.16.6730	exclude	Basic molecular biology of mitochondrial rRNA with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/nar/17.21.8595	exclude	Study focuses on mitochondrial genome structure and transcription in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.55.2.468-477.1989	include	The paper investigates the enzymatic basis of ethanol production (alcoholic fermentation) in Saccharomyces cerevisiae under specific physiological conditions.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.9.2.484-491.1989	exclude	Basic molecular biology of a regulatory gene with no link to alcohol production engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.85.9.2979	exclude	Study focuses on cholesterol and oxidase in supercritical CO2, with no link to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.85.19.7288	exclude	The paper focuses on mitochondrial transformation techniques in yeast without any mention of alcohol production or engineering for ethanol/butanol synthesis.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.85.7.2091	exclude	Study focuses on mitochondrial protein import and ATPase assembly in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.85.8.2686	exclude	Study focuses on mitochondrial DNA recombination mechanisms in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.8.9.3636-3646.1988	exclude	Study focuses on mitochondrial ribosome structure and gene regulation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
